# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
193           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627080e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
194           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627068e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
195           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627057e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
196           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627045e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
197           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627033e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
198           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627021e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
199           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.627009e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
200           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626997e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
201           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626985e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
202           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626973e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
203           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626962e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
204           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626952e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
205           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626941e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
206           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626930e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
207           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626919e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
208           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626909e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
209           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626899e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
210           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626890e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
211           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626881e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
212           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626871e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
213           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626862e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
214           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626853e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
215           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626845e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
216           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626836e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
217           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626829e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
218           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626821e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
219           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626813e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
220           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626806e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
221           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626800e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
222           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626793e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
223           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626787e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
224           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626780e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
225           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626773e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
226           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626767e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
227           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626761e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
228           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626755e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
229           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626749e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
230           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626743e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
231           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626738e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
232           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626734e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
233           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626731e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
234           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626726e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
235           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626721e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
236           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626716e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
237           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626711e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
238           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626707e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
239           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626704e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
240           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626701e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
241           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626698e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
242           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626693e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
243           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626689e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
244           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626685e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
245           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626682e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
246           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626679e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
247           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626677e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
248           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626674e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
249           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626670e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
250           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626667e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
251           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626664e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
252           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626662e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
253           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626659e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
254           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626657e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
255           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626654e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
256           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626651e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
257           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626649e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
258           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626647e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
259           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626644e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
260           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626642e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
261           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626640e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
262           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626638e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
263           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626636e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
264           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626634e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
265           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626632e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
266           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626630e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
267           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626628e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
268           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626626e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
269           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626625e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
270           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626623e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
271           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626621e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
272           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626619e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
273           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626617e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
274           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626616e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
275           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626614e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
276           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626613e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
277           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626612e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
278           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626611e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
279           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626609e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
280           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626607e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
281           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626606e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
282           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626604e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
283           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626603e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
284           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626602e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
285           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626601e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
286           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626599e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
287           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626598e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
288           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626597e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
289           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626595e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
290           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626594e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
291           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626593e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
292           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626592e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
293           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626590e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
294           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626589e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
295           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626588e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
296           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626587e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
297           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626586e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
298           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626585e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
299           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626584e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
300           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626582e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
301           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626581e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
302           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626580e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
303           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626579e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
304           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626578e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
305           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626577e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
306           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626576e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
307           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626575e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
308           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626574e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
309           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626573e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
310           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626572e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
311           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626571e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
312           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626570e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
313           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626570e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
314           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626569e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
315           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626568e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
316           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626567e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
317           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626566e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
318           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626565e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
319           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626564e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
320           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626564e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
321           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626563e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
322           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626562e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
323           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626561e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
324           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626560e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
325           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626560e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
326           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626559e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
327           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626558e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
328           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626558e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
329           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626557e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
330           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626556e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
331           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626556e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
332           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626555e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
333           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626555e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
334           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626554e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
335           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626553e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
336           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626553e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
337           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626552e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
338           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626552e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
339           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626551e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
340           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626551e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
341           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626550e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
342           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626550e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
343           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626549e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
344           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626549e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
345           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626548e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
346           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626548e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
347           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626547e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
348           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626547e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
349           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626547e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
350           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626546e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
351           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626546e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
352           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626545e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
353           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626545e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
354           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626544e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
355           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626544e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
356           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626544e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
357           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626544e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
358           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626543e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
359           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626543e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
360           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626542e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
361           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626542e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
362           	mag(U)        	0.000000e+00	(-1.980858e-02 2.540000e-02 -1.473427e-21)	6.626542e+00	(-3.957092e-04 1.629712e-03 -5.033340e-21)
